file_path,label
FixedDataset\Anger\03-01-04-01-01-01-08_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-09.wav,0
FixedDataset\Anger\03-01-04-01-01-01-09_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-09_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-09_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-09_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-10.wav,0
FixedDataset\Anger\03-01-04-01-01-01-10_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-10_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-10_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-10_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-11.wav,0
FixedDataset\Anger\03-01-04-01-01-01-11_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-11_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-11_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-11_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-12.wav,0
FixedDataset\Anger\03-01-04-01-01-01-12_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-12_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-12_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-12_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-13.wav,0
FixedDataset\Anger\03-01-04-01-01-01-13_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-13_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-13_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-13_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-14.wav,0
FixedDataset\Anger\03-01-04-01-01-01-14_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-14_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-14_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-14_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-15.wav,0
FixedDataset\Anger\03-01-04-01-01-01-15_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-15_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-15_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-15_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-16.wav,0
FixedDataset\Anger\03-01-04-01-01-01-16_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-16_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-16_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-16_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-17.wav,0
FixedDataset\Anger\03-01-04-01-01-01-17_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-17_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-17_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-17_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-18.wav,0
FixedDataset\Anger\03-01-04-01-01-01-18_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-18_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-18_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-18_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-19.wav,0
FixedDataset\Anger\03-01-04-01-01-01-19_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-19_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-19_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-19_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-20.wav,0
FixedDataset\Anger\03-01-04-01-01-01-20_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-20_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-20_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-20_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-21.wav,0
FixedDataset\Anger\03-01-04-01-01-01-21_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-21_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-21_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-21_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-22.wav,0
FixedDataset\Anger\03-01-04-01-01-01-22_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-22_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-22_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-22_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-23.wav,0
FixedDataset\Anger\03-01-04-01-01-01-23_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-23_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-23_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-23_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-01-24.wav,0
FixedDataset\Anger\03-01-04-01-01-01-24_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-01-24_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-01-24_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-01-24_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-01.wav,0
FixedDataset\Anger\03-01-04-01-01-02-01_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-01_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-01_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-01_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-02.wav,0
FixedDataset\Anger\03-01-04-01-01-02-02_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-02_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-02_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-02_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-03.wav,0
FixedDataset\Anger\03-01-04-01-01-02-03_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-03_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-03_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-03_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-04.wav,0
FixedDataset\Anger\03-01-04-01-01-02-04_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-04_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-04_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-04_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-05.wav,0
FixedDataset\Anger\03-01-04-01-01-02-05_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-05_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-05_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-05_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-06.wav,0
FixedDataset\Anger\03-01-04-01-01-02-06_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-06_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-06_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-06_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-07.wav,0
FixedDataset\Anger\03-01-04-01-01-02-07_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-07_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-07_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-07_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-08.wav,0
FixedDataset\Anger\03-01-04-01-01-02-08_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-08_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-08_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-08_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-09.wav,0
FixedDataset\Anger\03-01-04-01-01-02-09_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-09_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-09_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-09_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-10.wav,0
FixedDataset\Anger\03-01-04-01-01-02-10_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-10_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-10_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-10_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-11.wav,0
FixedDataset\Anger\03-01-04-01-01-02-11_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-11_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-11_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-11_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-12.wav,0
FixedDataset\Anger\03-01-04-01-01-02-12_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-12_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-12_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-12_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-13.wav,0
FixedDataset\Anger\03-01-04-01-01-02-13_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-13_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-13_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-13_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-14.wav,0
FixedDataset\Anger\03-01-04-01-01-02-14_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-14_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-14_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-14_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-15.wav,0
FixedDataset\Anger\03-01-04-01-01-02-15_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-15_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-15_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-15_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-16.wav,0
FixedDataset\Anger\03-01-04-01-01-02-16_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-16_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-16_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-16_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-17.wav,0
FixedDataset\Anger\03-01-04-01-01-02-17_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-17_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-17_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-17_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-18.wav,0
FixedDataset\Anger\03-01-04-01-01-02-18_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-18_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-18_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-18_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-19.wav,0
FixedDataset\Anger\03-01-04-01-01-02-19_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-19_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-19_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-19_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-20.wav,0
FixedDataset\Anger\03-01-04-01-01-02-20_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-20_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-20_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-20_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-21.wav,0
FixedDataset\Anger\03-01-04-01-01-02-21_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-21_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-21_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-21_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-22.wav,0
FixedDataset\Anger\03-01-04-01-01-02-22_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-22_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-22_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-22_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-23.wav,0
FixedDataset\Anger\03-01-04-01-01-02-23_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-23_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-23_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-23_aug3.wav,0
FixedDataset\Anger\03-01-04-01-01-02-24.wav,0
FixedDataset\Anger\03-01-04-01-01-02-24_aug0.wav,0
FixedDataset\Anger\03-01-04-01-01-02-24_aug1.wav,0
FixedDataset\Anger\03-01-04-01-01-02-24_aug2.wav,0
FixedDataset\Anger\03-01-04-01-01-02-24_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-01.wav,0
FixedDataset\Anger\03-01-04-01-02-01-01_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-01_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-01_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-01_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-02.wav,0
FixedDataset\Anger\03-01-04-01-02-01-02_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-02_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-02_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-02_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-03.wav,0
FixedDataset\Anger\03-01-04-01-02-01-03_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-03_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-03_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-03_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-04.wav,0
FixedDataset\Anger\03-01-04-01-02-01-04_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-04_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-04_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-04_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-05.wav,0
FixedDataset\Anger\03-01-04-01-02-01-05_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-05_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-05_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-05_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-06.wav,0
FixedDataset\Anger\03-01-04-01-02-01-06_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-06_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-06_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-06_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-07.wav,0
FixedDataset\Anger\03-01-04-01-02-01-07_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-07_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-07_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-07_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-08.wav,0
FixedDataset\Anger\03-01-04-01-02-01-08_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-08_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-08_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-08_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-09.wav,0
FixedDataset\Anger\03-01-04-01-02-01-09_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-09_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-09_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-09_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-10.wav,0
FixedDataset\Anger\03-01-04-01-02-01-10_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-10_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-10_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-10_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-11.wav,0
FixedDataset\Anger\03-01-04-01-02-01-11_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-11_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-11_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-11_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-12.wav,0
FixedDataset\Anger\03-01-04-01-02-01-12_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-12_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-12_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-12_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-13.wav,0
FixedDataset\Anger\03-01-04-01-02-01-13_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-13_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-13_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-13_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-14.wav,0
FixedDataset\Anger\03-01-04-01-02-01-14_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-14_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-14_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-14_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-15.wav,0
FixedDataset\Anger\03-01-04-01-02-01-15_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-15_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-15_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-15_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-16.wav,0
FixedDataset\Anger\03-01-04-01-02-01-16_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-16_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-16_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-16_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-17.wav,0
FixedDataset\Anger\03-01-04-01-02-01-17_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-17_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-17_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-17_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-18.wav,0
FixedDataset\Anger\03-01-04-01-02-01-18_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-18_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-18_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-18_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-19.wav,0
FixedDataset\Anger\03-01-04-01-02-01-19_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-19_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-19_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-19_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-20.wav,0
FixedDataset\Anger\03-01-04-01-02-01-20_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-20_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-20_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-20_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-21.wav,0
FixedDataset\Anger\03-01-04-01-02-01-21_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-21_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-21_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-21_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-22.wav,0
FixedDataset\Anger\03-01-04-01-02-01-22_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-22_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-22_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-22_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-23.wav,0
FixedDataset\Anger\03-01-04-01-02-01-23_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-23_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-23_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-23_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-01-24.wav,0
FixedDataset\Anger\03-01-04-01-02-01-24_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-01-24_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-01-24_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-01-24_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-01.wav,0
FixedDataset\Anger\03-01-04-01-02-02-01_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-01_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-01_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-01_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-02.wav,0
FixedDataset\Anger\03-01-04-01-02-02-02_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-02_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-02_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-02_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-03.wav,0
FixedDataset\Anger\03-01-04-01-02-02-03_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-03_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-03_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-03_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-04.wav,0
FixedDataset\Anger\03-01-04-01-02-02-04_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-04_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-04_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-04_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-05.wav,0
FixedDataset\Anger\03-01-04-01-02-02-05_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-05_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-05_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-05_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-06.wav,0
FixedDataset\Anger\03-01-04-01-02-02-06_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-06_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-06_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-06_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-07.wav,0
FixedDataset\Anger\03-01-04-01-02-02-07_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-07_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-07_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-07_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-08.wav,0
FixedDataset\Anger\03-01-04-01-02-02-08_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-08_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-08_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-08_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-09.wav,0
FixedDataset\Anger\03-01-04-01-02-02-09_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-09_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-09_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-09_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-10.wav,0
FixedDataset\Anger\03-01-04-01-02-02-10_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-10_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-10_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-10_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-11.wav,0
FixedDataset\Anger\03-01-04-01-02-02-11_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-11_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-11_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-11_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-12.wav,0
FixedDataset\Anger\03-01-04-01-02-02-12_aug0.wav,0
FixedDataset\Anger\03-01-04-01-02-02-12_aug1.wav,0
FixedDataset\Anger\03-01-04-01-02-02-12_aug2.wav,0
FixedDataset\Anger\03-01-04-01-02-02-12_aug3.wav,0
FixedDataset\Anger\03-01-04-01-02-02-13.wav,0
